序号,来源形式,父级标题/问题,原帖/回答URL,言论发布者,作者UID/Token,作者主页,发布时间,点赞数,风险级别,负面分类,核心实锤摘要/引证,完整言论原文,AI人工审核结论,审核判定理由,精准分类
60,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,好吧,yang-guang-32-19-17,https://www.zhihu.com/people/yang-guang-32-19-17,2021-12-14 15:46:05,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 你说的应,你说的应该是wxy吧，从法院出来辞职办学堂，跟着山长炒股，应该是亏的一塌糊涂，好好的工作也丢了[doge],🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
61,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,雨花台,zhou-dong-55-62,https://www.zhihu.com/people/zhou-dong-55-62,2021-12-14 19:38:43,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 不是那些,不是那些参加财富课的人都说赚嗨了吗？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
62,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,雨花台,zhou-dong-55-62,https://www.zhihu.com/people/zhou-dong-55-62,2021-12-14 20:12:14,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 原来你也,原来你也认识她,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
63,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,心兰如慧,beauty-wish,https://www.zhihu.com/people/beauty-wish,2022-12-13 00:22:28,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 我觉得我,我觉得我这没参加的都受益啦！这参加了也不能保证立马成仙，必经修之于身还是要有过程的,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
64,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,azqz,azqz,https://www.zhihu.com/people/azqz,2023-02-06 14:29:09,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 张健柏树,张健柏树立的典型很多都不成功，吹过了。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
65,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,没事儿闲逛逛,qie-ting-feng-yin-31-40-36,https://www.zhihu.com/people/qie-ting-feng-yin-31-40-36,2024-01-09 10:02:34,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 弟子们众,"弟子们众星捧月，我身边有个沉迷于此不能自拔，十头牛都拉不回来，走不一样的路，有着自己的说辞。
主打的放下所有，降低欲望。
但是命好，没办法啊。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
66,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-02-26 09:32:42,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 然后呢,"然后呢 捡钱而已 教育就是教育人捡钱么 
投资就是比实业更高贵么",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
67,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,缘来,23-72-20-62,https://www.zhihu.com/people/23-72-20-62,2024-03-03 06:43:00,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 人活着，,人活着，无财不足以养道！😁🙏,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
68,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-03-03 10:02:37,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 然后张清 | ️ 手上可是干干净净 但是被他忽悠得出大错 家破人亡的 不在少数,"然后张清一养道了么？
满口不负责任的话
但是撇清责任的时候干干净净
也就是说 他会诱导你 蛊惑你 利用你的信任
但是会加一句 你自己负责 
🤷‍♀️
手上可是干干净净
但是被他忽悠得出大错 家破人亡的 不在少数",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
69,评论区(主评),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,白冰,wan-ke-89,https://www.zhihu.com/people/wan-ke-89,2021-04-18 23:34:13,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 醉了，你,醉了，你们孩子都不要正经学历了？读这玩意儿？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
70,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,没事儿闲逛逛,qie-ting-feng-yin-31-40-36,https://www.zhihu.com/people/qie-ting-feng-yin-31-40-36,2024-01-09 10:04:53,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 你没看人,你没看人家这个14岁就比清华的牛逼，[语塞][飙泪笑],🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
71,评论区(主评),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,宁静,5-81-82-2,https://www.zhihu.com/people/5-81-82-2,2023-05-29 11:24:10,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 他们的英,他们的英语成绩也很差，这么多年今日本部只有3个人sat考到1400多，都是他们自吹自擂英语有多好的。他们还只学英语一个学科，每天学很多小时，都只有这点成绩。完全是吹的如何厉害。很多国际学校sat平均分都1500，所以这个教育完全是骗局，骗了很多钱。对学生更差，吃的是猪食，病了不去医院，拖着。运动量又很大，完全反智的教育。有很多孩子落下病根，甚至还有死掉的。太恐怖了，比监狱还恐怖，大家千万不要把孩子送来。学费却是8万至20万一年，很多家庭钱花了，时间浪费了，孩子没机会重来。我用生命担保，说的每一句话都真实。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
73,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2021-08-23 07:44:04,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 所以不好,所以不好就是没吸收 反正你总是有理的,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
74,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,雨花台,zhou-dong-55-62,https://www.zhihu.com/people/zhou-dong-55-62,2021-12-13 12:46:33,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 他们永远,他们永远是对的~~哈哈哈,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
76,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,聪明的笨笨,cong-ming-de-ben-ben-47,https://www.zhihu.com/people/cong-ming-de-ben-ben-47,2022-05-11 09:24:14,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 人家受益,人家受益也是真实的，我们全家也很受益,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
77,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2022-11-18 00:37:28,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 鸦片还止,鸦片还止痛呢,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
78,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,心兰如慧,beauty-wish,https://www.zhihu.com/people/beauty-wish,2022-12-13 00:20:01,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 如医生开,如医生开药，你不按方子抓药，说医生水平太有限,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
79,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2022-12-13 17:00:40,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 不知所云,不知所云,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
80,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 10:03:22,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,关于文章【张清一是“骗子”还是导师？】的评论 意思是虽 | 师？】的评论 意思是虽然新教育害人 但是还有很多人没钱吃饭 所以,"意思是虽然新教育害人 但是还有很多人没钱吃饭 所以来关注新教育的是恶人 因为好人要去关注扶贫问题 
你要不要看看你在说什么",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,新教育误人子弟/毁孩子控诉
82,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 11:34:57,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,关于文章【张清一是“骗子”还是导师？】的评论 你说了一 | 一下。 你的意思是清一无论是否害人 你都能对自己负责 所以他也就,"你说了一大堆
不知道你要表达什么。大姐，你能否清晰表达一下。
你的意思是清一无论是否害人
你都能对自己负责
所以他也就害不到你是吧。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,新教育误人子弟/毁孩子控诉
83,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 11:40:39,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,关于文章【张清一是“骗子”还是导师？】的评论 新教育如 | 别人人贩子害的，别人人贩子全是骗子和坏人。别盯着人贩子了，老实承 | 说： 您意思是，人贩子就是专门害人的，你就是被害的好人啰？我这辈,"新教育如果真的害了我 那我来质疑 揭发很正常
怎么了 在你眼里 人家害你
还要承认自己能力差？
人贩子害你
你还在家里自我检讨 说：
您意思是，人贩子就是专门害人的，你就是被害的好人啰？我这辈子最看不起不承担自己责任的人，不去提升自己，倒怪人贩子坏人太聪明？自己过得不好，那都是别人人贩子害的，别人人贩子全是骗子和坏人。别盯着人贩子了，老实承认自己不行，才是提升的第一步，而不是到处找坏人，骂人贩子，证明自己很无辜。您自己的生活过好没？别找借口！过好了再去抓人贩子",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,新教育误人子弟/毁孩子控诉
84,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 11:44:55,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,关于文章【张清一是“骗子”还是导师？】的评论 而且有些 | 评论 而且有些人其实也不一定是骗子 只是认知错误 能力有限 飘了 | 为在拯救人 所以你说我骂某人是骗子 可能的确是我的不对 因为张某,"而且有些人其实也不一定是骗子
只是认知错误 能力有限
飘了
他都不知道自己在误导人
他以为在拯救人
所以你说我骂某人是骗子
可能的确是我的不对
因为张某人可能从来不觉得自己在骗人 反而觉得自己在做好事
但是效果呢 结果呢 
这个世界上 是只要振臂一呼 就完全不用为自己的行为负责了吗
还不用接受质疑
早期没骗
后期也没有？",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
87,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 13:31:14,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 没有骗过 | 】的评论 没有骗过你 代表不是骗子吗？😂 你的意思是他们骗了人,"没有骗过你 代表不是骗子吗？😂
你的意思是他们骗了人 只要没骗你就行了",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
88,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 13:31:40,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 哈哈哈,哈哈哈 还是说你很有能力 自动屏蔽了他骗你的地方,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
91,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:15:42,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路、新教育争议/误人子弟/毁孩子/伪国学,关于文章【张清一是“骗子”还是导师？】的评论 哈哈哈哈 | 的评论 哈哈哈哈 免费和是否是骗子无关。不能说不要钱就没有客观上 | 不要钱就没有客观上害过你了。 骗子高明之处不是直接骗，是诱导。告,"哈哈哈哈
免费和是否是骗子无关。不能说不要钱就没有客观上害过你了。
骗子高明之处不是直接骗，是诱导。告诉你这个很简单 那个很简单。感冒了发烧很简单 生孩子很简单 黄疸很简单 投资很简单 当学霸很简单
但是人家又会加一句 你们自己负责
我只管传递哪怕是害人的东西 但我说了你们自己负责
你会发现他每句话都埋下了伏笔。你挑不出他的毛病
但是其实你仔细看
就会发现前后矛盾
具体分析 我已经和你说了
只是你不敢看。",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,新教育误人子弟/毁孩子控诉
92,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:18:44,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 他自己的,"他自己的孩子带得好 怎么了？难道没跟着他的孩子带得不好吗？
一定走他的路才是正道咯。
你提u兄干什么
u兄自己都可能理论是很大问题 
你确定你看懂了
还出家
好好的话不能说 每天都是这种莫名其妙的",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
93,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:20:18,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 那你又如,"那你又如何知道是学生没学好，不是老师的问题呢
其实你还是回避了一个问题
就是这个老师就是有问题的
只是你选择了自己负责来搪塞掉老师的问题
你并没有正视这个老师的言论可能有极大错误的 可能",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
94,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:23:11,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 你的确应,"你的确应该多跟u兄学学
他投资理念有重大缺陷
但至少人品是好的
知道自己错了 对不起信任自己的人
不像有的人 一味掩饰和推卸
你看看 他们新教育还有一个叫吴什么的
就说自己考了雅思
然后就觉得家里的其他人都应该学他去新教育
说他自己是活生生的例子
且不说去对不对
是不是得有个可行性分析？
当然如果去了 没出来
他又会说 我免费分享给你 我逼迫你了吗
你自己不行怪我咯[思考][思考][思考]",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
96,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:34:24,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 每个人好,每个人好好过自己的生活，有受益的继续受益，不受益的赶紧离开寻找适合自己的生活方式，有必要纠缠人贩子吗吗？自己不受益就要搞死人贩子，才善罢甘休？为什么就一定是人贩子不可以是家长的问题？ 若你生活不好，就原生家庭不好、人贩子害你，另一半害你、孩子不争气？我们才是这一切的根源啊！如果人贩子确实害了你，你有证据，就赶紧找法律咨询，不用生气，理性解决问题，非常OK,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
97,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:49:35,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 张某人就,"张某人就是利用财务自由 修行 躺赚等吸引了你们
再用大自然吸引力你们
让你们觉得在城市里难受
激发了骨子里想躺赚想看书学习 也就是好逸恶劳的本性
你们想自由 想财富 想自然
可是又不想付出
所以就向往着新教育
因为新教育能替你们解决棘手的孩子问题
那些苦活 高风险 的活谁干
谁让你每天有电用 有水用
有高铁坐 有飞机 有手机
你不管
只要你不干就行了
主打一个蹭字",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
98,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:51:13,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 那肯定啊,"那肯定啊 骂了 大家同仇敌忾 人贩子只能死路一条了。
也能警惕所有人
那你就继续骂你自己
然后人贩子会感谢你的
因为他们没错
他们还可以继续扩张",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
99,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:51:25,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 走偏了,走偏了 亲,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
100,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,楠楠,jian-dan-xiao-yu-21,https://www.zhihu.com/people/jian-dan-xiao-yu-21,2024-01-24 14:57:29,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 对 如果,"对 如果有人打你一顿
你也要说 这是我的错 我不骂他 骂他也改变不了我被打的事实[思考]",🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
101,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,所谓高人皆为凡人,charly-53-8,https://www.zhihu.com/people/charly-53-8,2024-09-26 09:35:06,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 说得很棒,说得很棒，科技、服务和生活确实主打一个蹭，不躬身入局；赚钱主打一个在金融市场躺赚（山长自己的说法），至于钱是从培训课赚的还是股市赚的，靠猜。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
102,评论区(主评),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,香雪莲,chu-xue-hou-sheng,https://www.zhihu.com/people/chu-xue-hou-sheng,2022-09-03 23:51:31,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 最可悲的 | ？】的评论 最可悲的就是自己被骗子卖了了，还帮助骗子数钱。 | 的就是自己被骗子卖了了，还帮助骗子数钱。,最可悲的就是自己被骗子卖了了，还帮助骗子数钱。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
103,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,九尾小七,94-30-61-28,https://www.zhihu.com/people/94-30-61-28,2022-09-15 02:20:56,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 最可恨的 | 师？】的评论 最可恨的是还帮着骗子骗别人！,最可恨的是还帮着骗子骗别人！,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
104,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,香雪莲,chu-xue-hou-sheng,https://www.zhihu.com/people/chu-xue-hou-sheng,2022-09-15 07:59:13,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 也许，他 | 还蒙在鼓里，他们的初心并不是帮骗子骗人，而是被洗脑后的自发行为， | 在鼓里，他们的初心并不是帮骗子骗人，而是被洗脑后的自发行为，就像,也许，他们自己都还蒙在鼓里，他们的初心并不是帮骗子骗人，而是被洗脑后的自发行为，就像邪教全能神信徒。只要还在他们还沉浸在那个抱团取暖，相互麻醉的氛围里，在清一山长拼凑的毒鸡汤持续加持下，基本是很难出离这个组织。非常邪恶的一个团体。,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
105,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,没事儿闲逛逛,qie-ting-feng-yin-31-40-36,https://www.zhihu.com/people/qie-ting-feng-yin-31-40-36,2024-01-17 15:42:00,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 正文“机,正文“机缘巧合下”很奇怪啊！天下哪有这么多缘，即使有那也是“元”,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
106,评论区(主评),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,刘晓红,she-de-wu-wei-zhou,https://www.zhihu.com/people/she-de-wu-wei-zhou,2021-02-24 14:56:53,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 我朋友家,我朋友家孩子也学习两年时间了，无论是体能、心性还是学习能力都获得了巨大突破！结果最经得起检验！,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
107,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,香雪莲,chu-xue-hou-sheng,https://www.zhihu.com/people/chu-xue-hou-sheng,2022-09-15 20:01:00,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 我同事的,我同事的小孩就是这个学校的，体能好像有提升，但是综合能力一塌糊涂，并不是清一吹嘘的那样，一个品学兼优的孩子就这么废了。所谓经得起检验，那可能是你我的标准不同，也可能是你错误判断，你先观察那个孩子是不是已经产生了双重人格，再来下结论吧！同样是朋友或者同事身边的孩子，你说我是信你，还是信我身边亲眼所见呢？,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
108,评论区(楼中楼),张清一是“骗子”还是导师？,https://zhuanlan.zhihu.com/p/352573221,恋恋,lian-lian-43-53,https://www.zhihu.com/people/lian-lian-43-53,2022-09-15 22:52:20,0,HIGH,骗子/圈钱/洗脑/割韭菜/套路,关于文章【张清一是“骗子”还是导师？】的评论 我家也有,我家也有两孩子废了，心痛,🔴 确凿真实黑帖/负面攻击,明确针对清一/新教育发表负面攻击或投诉: 张清一是“骗子,骗子/洗脑/割韭菜控诉
